0612-17-22-58-777-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.944,88.499,95.894,86.868,95.936,89.363,0612-17-22-58-777 
0612-17-38-31-534-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.279,87.441,99.342,87.777,96.521,87.224,0612-17-38-31-534 
0612-18-02-07-713-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.519,88.567,98.565,90.096,92.95,87.452,0612-18-02-07-713 
0613-11-20-55-091-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.219,74.304,96.624,73.174,91.947,75.619,0613-11-20-55-091 
0613-11-29-03-609-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.219,74.875,100.0,74.212,94.68,75.998,0613-11-29-03-609 
0615-21-07-34-294-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-98.326,74.313,99.287,69.511,91.688,76.444,0615-21-07-34-294 
0615-21-21-11-335-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.76,88.15,98.666,89.179,96.694,87.544,0615-21-21-11-335 
0616-11-24-36-022-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.528,71.369,89.984,65.652,89.869,74.226,0616-11-24-36-022 
0623-14-48-44-219-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.609,86.252,99.46,86.368,94.98,86.286,0623-14-48-44-219 
0623-15-12-06-831-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.665,82.573,98.621,79.645,94.718,84.03,0623-15-12-06-831 
0623-15-21-56-516-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.76,79.598,95.806,77.5,95.206,80.858,0623-15-21-56-516 
0623-15-39-39-062-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.665,86.502,97.915,86.163,95.914,86.634,0623-15-39-39-062 
0623-15-46-27-591-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.88,80.46,86.222,78.568,85.605,81.445,0623-15-46-27-591 
0623-15-50-32-502-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.88,80.46,86.222,78.568,85.605,81.445,0623-15-50-32-502 
0623-15-55-58-801-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.721,84.387,96.324,82.924,95.203,85.216,0623-15-55-58-801 
0623-16-01-00-469-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.88,80.46,86.222,78.568,85.605,81.445,0623-16-01-00-469 
0623-16-06-35-081-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.219,81.281,98.902,79.033,95.17,82.303,0623-16-06-35-081 
0623-16-21-13-750-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.76,83.217,99.098,82.588,96.947,83.567,0623-16-21-13-750 
0623-16-37-55-975-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.944,79.909,96.377,77.222,94.711,81.182,0623-16-37-55-975 
0623-16-43-43-721-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.498,77.089,98.907,72.005,96.54,79.308,0623-16-43-43-721 
0623-16-53-44-534-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.665,84.083,98.656,83.614,95.344,84.294,0623-16-53-44-534 
0623-16-57-52-554-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.609,76.68,98.353,72.762,95.515,78.473,0623-16-57-52-554 
0623-17-03-04-650-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.459,87.369,98.649,88.311,92.462,86.736,0623-17-03-04-650 
0623-17-12-46-529-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.163,83.197,87.022,83.533,87.104,83.048,0623-17-12-46-529 
0623-17-17-53-182-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.609,86.252,99.46,86.368,94.98,86.286,0623-17-17-53-182 
0701-21-58-33-380-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.609,83.448,94.631,82.018,95.115,84.278,0701-21-58-33-380 
0701-22-32-32-294-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.519,88.567,98.565,90.096,92.95,87.452,0701-22-32-32-294 
0701-22-35-27-624-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.833,88.933,98.33,89.22,96.341,88.769,0701-22-35-27-624 
0701-22-46-14-383-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-99.665,89.589,98.377,90.037,95.456,89.198,0701-22-46-14-383 
