0111-11-09-20-506-Epo_0-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-multi_proto_num_3-knn_epoch_2-alpha1_1-99.579,82.362,98.242,81.016,96.503,86.937,0111-11-09-20-506 
0111-11-36-29-916-Epo_0-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-multi_proto_num_3-knn_epoch_2-alpha1_1-99.579,82.263,98.047,80.181,98.858,86.846,0111-11-36-29-916 
0111-11-44-05-067-Epo_0-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-multi_proto_num_3-knn_epoch_2-alpha1_1-99.579,82.449,97.852,79.439,98.783,86.893,0111-11-44-05-067 
0111-11-50-54-872-Epo_0-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-multi_proto_num_3-knn_epoch_2-alpha1_1-99.579,82.134,97.852,79.048,98.783,86.649,0111-11-50-54-872 
0111-12-04-17-669-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-multi_proto_num_3-knn_epoch_20-alpha1_1-99.7,81.233,80.273,77.638,88.822,85.628,0111-12-04-17-669 
0111-13-10-31-291-Epo_0-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-multi_proto_num_3-knn_epoch_2-alpha1_1-99.459,81.173,79.492,77.462,88.351,85.57,0111-13-10-31-291 
0111-13-12-36-379-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-multi_proto_num_3-knn_epoch_50-alpha1_1-100.0,75.411,95.117,70.858,97.253,81.718,0111-13-12-36-379 
0111-13-21-13-575-Epo_0-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-multi_proto_num_3-knn_epoch_2-alpha1_1-99.7,75.652,94.922,71.248,97.151,81.888,0111-13-21-13-575 
0111-13-50-02-074-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-multi_proto_num_3-knn_epoch_50-alpha1_1-99.88,84.603,95.312,82.458,97.238,89.262,0111-13-50-02-074 
0111-14-13-03-196-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-multi_proto_num_3-knn_epoch_50-alpha1_1-99.88,85.959,98.242,84.274,98.8,90.41,0111-14-13-03-196 
0111-20-12-29-885-Epo_10-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-multi_proto_num_3-knn_epoch_5-alpha1_1-92.668,77.49,96.484,75.938,95.09,82.792,0111-20-12-29-885 
0111-20-20-03-640-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-multi_proto_num_3-knn_epoch_50-alpha1_1-99.94,76.017,94.727,70.194,96.967,81.516,0111-20-20-03-640 
0111-20-48-39-132-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-multi_proto_num_3-knn_epoch_20-alpha1_1-100.0,83.058,99.414,80.876,99.389,88.125,0111-20-48-39-132 
0111-21-16-03-998-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-multi_proto_num_3-knn_epoch_20-alpha1_1-99.94,76.395,98.047,72.235,98.762,82.537,0111-21-16-03-998 
0111-21-32-31-214-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-multi_proto_num_3-knn_epoch_70-alpha1_1-99.76,71.042,93.164,64.621,96.211,77.394,0111-21-32-31-214 
0111-21-42-02-445-Epo_100-Bs_128-sgd-Lr_0.1-decay0.0005-Mom_0.9-Max_100-NormF-T_16.00-multi_proto_num_3-knn_epoch_70-alpha1_1-100.0,83.525,99.023,81.188,99.254,88.249,0111-21-42-02-445 
